"","x"
"523","Aerodramus unicolor"
"524","Aerodramus vanikorensis"
"525","Aerodramus vulcanorum"
"526","Aerodramus whiteheadi"
"527","Aeronautes andecolus"
"528","Aeronautes montivagus"
"529","Aeronautes saxatalis"
"530","Apus acuticauda"
"531","Apus affinis"
"532","Apus alexandri"
"533","Apus apus"
"534","Apus balstoni"
"535","Apus barbatus"
"536","Apus batesi"
"537","Apus berliozi"
"538","Apus bradfieldi"
"539","Apus caffer"
"540","Apus horus"
"541","Apus niansae"
"542","Apus nipalensis"
"543","Apus pacificus"
"544","Apus pallidus"
"545","Apus sladeniae"
"546","Apus unicolor"
"547","Chaetura andrei"
"548","Chaetura brachyura"
"549","Chaetura chapmani"
"550","Chaetura cinereiventris"
"551","Chaetura egregia"
"552","Chaetura fumosa"
"553","Chaetura martinica"
"554","Chaetura meridionalis"
"555","Chaetura pelagica"
"556","Chaetura spinicaudus"
"557","Chaetura vauxi"
"558","Collocalia esculenta"
"559","Collocalia linchi"
"560","Collocalia troglodytes"
"561","Cypseloides cherriei"
"562","Cypseloides cryptus"
"563","Cypseloides fumigatus"
"564","Cypseloides lemosi"
"565","Cypseloides niger"
"566","Cypseloides rothschildi"
"567","Cypseloides senex"
"568","Cypseloides storeri"
"569","Cypsiurus balasiensis"
"570","Cypsiurus gracilis"
"571","Cypsiurus parvus"
"572","Hirundapus caudacutus"
"573","Hirundapus celebensis"
"574","Hirundapus cochinchinensis"
"575","Hirundapus giganteus"
"576","Hydrochous gigas"
"577","Mearnsia novaeguineae"
"578","Mearnsia picina"
"579","Neafrapus boehmi"
"580","Neafrapus cassini"
"581","Panyptila cayennensis"
"582","Panyptila sanctihieronymi"
"583","Rhaphidura leucopygialis"
"584","Rhaphidura sabini"
"585","Schoutedenapus myoptilus"
"586","Streptoprocne biscutata"
"587","Streptoprocne phelpsi"
"588","Streptoprocne rutila"
"589","Streptoprocne semicollaris"
"590","Streptoprocne zonaris"
"591","Tachornis furcata"
"592","Tachornis phoenicobia"
"593","Tachornis squamata"
"594","Tachymarptis aequatorialis"
"595","Tachymarptis melba"
"596","Telacanthura melanopygia"
"597","Telacanthura ussheri"
"598","Zoonavena grandidieri"
"599","Zoonavena sylvatica"
"600","Zoonavena thomensis"
"601","Antrostomus arizonae"
"602","Antrostomus badius"
"603","Antrostomus carolinensis"
"604","Antrostomus cubanensis"
"605","Antrostomus ekmani"
"606","Antrostomus noctitherus"
"607","Antrostomus ridgwayi"
"608","Antrostomus rufus"
"609","Antrostomus salvini"
"610","Antrostomus saturatus"
"611","Antrostomus sericocaudatus"
"612","Antrostomus vociferus"
"613","Caprimulgus aegyptius"
"614","Caprimulgus affinis"
"615","Caprimulgus andamanicus"
"616","Caprimulgus asiaticus"
"617","Caprimulgus atripennis"
"618","Caprimulgus batesi"
"619","Caprimulgus celebensis"
"620","Caprimulgus centralasicus"
"621","Caprimulgus clarus"
"622","Caprimulgus climacurus"
"623","Caprimulgus concretus"
"624","Caprimulgus donaldsoni"
"625","Caprimulgus europaeus"
"626","Caprimulgus eximius"
"627","Caprimulgus fossii"
"628","Caprimulgus fraenatus"
"629","Caprimulgus indicus"
"630","Caprimulgus inornatus"
"631","Caprimulgus jotaka"
"632","Caprimulgus longipennis"
"633","Caprimulgus macrurus"
"634","Caprimulgus madagascariensis"
"635","Caprimulgus mahrattensis"
"636","Caprimulgus manillensis"
"637","Caprimulgus meesi"
"638","Caprimulgus natalensis"
"639","Caprimulgus nubicus"
"640","Caprimulgus pectoralis"
"641","Caprimulgus phalaena"
"642","Caprimulgus poliocephalus"
"643","Caprimulgus prigoginei"
"644","Caprimulgus pulchellus"
"645","Caprimulgus ruficollis"
"646","Caprimulgus rufigena"
"647","Caprimulgus solala"
"648","Caprimulgus stellatus"
"649","Caprimulgus tristigma"
"650","Caprimulgus vexillarius"
"651","Chordeiles acutipennis"
"652","Chordeiles gundlachii"
"653","Chordeiles minor"
"654","Chordeiles nacunda"
"655","Chordeiles pusillus"
"656","Chordeiles rupestris"
"657","Eleothreptus anomalus"
"658","Eleothreptus candicans"
"659","Eurostopodus archboldi"
"660","Eurostopodus argus"
"661","Eurostopodus diabolicus"
"662","Eurostopodus exul"
"663","Eurostopodus mystacalis"
"664","Eurostopodus nigripennis"
"665","Eurostopodus papuensis"
"666","Gactornis enarratus"
"667","Hydropsalis cayennensis"
"668","Hydropsalis climacocerca"
"669","Hydropsalis maculicaudus"
"670","Hydropsalis torquata"
"671","Lurocalis rufiventris"
"672","Lurocalis semitorquatus"
"673","Lyncornis macrotis"
"674","Lyncornis temminckii"
"675","Macropsalis forcipata"
"676","Nyctidromus albicollis"
"677","Nyctidromus anthonyi"
"678","Nyctiphrynus mcleodii"
"679","Nyctiphrynus ocellatus"
"680","Nyctiphrynus rosenbergi"
"681","Nyctiphrynus yucatanicus"
"682","Nyctipolus hirundinaceus"
"683","Nyctipolus nigrescens"
"684","Nyctiprogne leucopyga"
"685","Nyctiprogne vielliardi"
"686","Phalaenoptilus nuttallii"
"687","Setopagis heterura"
"688","Setopagis maculosa"
"689","Setopagis parvula"
"690","Setopagis whitelyi"
"691","Siphonorhis americana"
"692","Siphonorhis brewsteri"
"693","Systellura decussata"
"694","Systellura longirostris"
"695","Systellura roraimae"
"696","Uropsalis lyra"
"697","Uropsalis segmentata"
"698","Veles binotatus"
"699","Hemiprocne comata"
"700","Hemiprocne coronata"
"701","Hemiprocne longipennis"
"702","Hemiprocne mystacea"
"703","Nyctibius aethereus"
"704","Nyctibius grandis"
"705","Nyctibius griseus"
"706","Nyctibius jamaicensis"
"707","Nyctibius leucopterus"
"708","Nyctibius maculosus"
"709","Phyllaemulor bracteatus"
"710","Batrachostomus auritus"
"711","Batrachostomus cornutus"
"712","Batrachostomus harterti"
"713","Batrachostomus hodgsoni"
"714","Batrachostomus javensis"
"715","Batrachostomus mixtus"
"716","Batrachostomus moniliger"
"717","Batrachostomus poliolophus"
"718","Batrachostomus septimus"
"719","Batrachostomus stellatus"
"720","Podargus ocellatus"
"721","Podargus papuensis"
"722","Podargus strigoides"
"723","Rigidipenna inexpectata"
"724","Steatornis caripensis"
"725","Abeillia abeillei"
"726","Adelomyia melanogenys"
"727","Aglaeactis aliciae"
"728","Aglaeactis castelnaudii"
"729","Aglaeactis cupripennis"
"730","Aglaeactis pamela"
"731","Aglaiocercus berlepschi"
"732","Aglaiocercus coelestis"
"733","Aglaiocercus kingii"
"734","Amazilia alfaroana"
"735","Amazilia amabilis"
"736","Amazilia amazilia"
"737","Amazilia bartletti"
"738","Amazilia beryllina"
"739","Amazilia boucardi"
"740","Amazilia brevirostris"
"741","Amazilia candida"
"742","Amazilia castaneiventris"
"743","Amazilia chionogaster"
"744","Amazilia chrysura"
"745","Amazilia coeruleogularis"
"746","Amazilia cupreicauda"
"747","Amazilia cyanifrons"
"748","Amazilia cyanocephala"
"749","Amazilia cyanura"
"750","Amazilia cyanus"
"751","Amazilia decora"
"752","Amazilia edward"
"753","Amazilia eliciae"
"754","Amazilia fimbriata"
"755","Amazilia franciae"
"756","Amazilia goudoti"
"757","Amazilia grayi"
"758","Amazilia humboldtii"
"759","Amazilia julie"
"760","Amazilia lactea"
"761","Amazilia leucogaster"
"762","Amazilia lilliae"
"763","Amazilia luciae"
"764","Amazilia oenone"
"765","Amazilia rosenbergi"
"766","Amazilia rutila"
"767","Amazilia sapphirina"
"768","Amazilia saucerottei"
"769","Amazilia tobaci"
"770","Amazilia tzacatl"
"771","Amazilia versicolor"
"772","Amazilia violiceps"
"773","Amazilia viridicauda"
"774","Amazilia viridifrons"
"775","Amazilia viridigaster"
"776","Amazilia wagneri"
"777","Amazilia yucatanensis"
"778","Androdon aequatorialis"
"779","Anopetia gounellei"
"780","Anthocephala berlepschi"
"781","Anthocephala floriceps"
"782","Anthracothorax aurulentus"
"783","Anthracothorax dominicus"
"784","Anthracothorax mango"
"785","Anthracothorax nigricollis"
"786","Anthracothorax prevostii"
"787","Anthracothorax veraguensis"
"788","Anthracothorax viridigula"
"789","Anthracothorax viridis"
"790","Aphantochroa cirrochloris"
"791","Archilochus alexandri"
"792","Archilochus colubris"
"793","Atthis ellioti"
"794","Atthis heloisa"
"795","Augastes lumachella"
"796","Augastes scutatus"
"797","Avocettula recurvirostris"
"798","Basilinna leucotis"
"799","Basilinna xantusii"
"800","Boissonneaua flavescens"
"801","Boissonneaua jardini"
"802","Boissonneaua matthewsii"
"803","Calliphlox amethystina"
"804","Calliphlox bryantae"
"805","Calliphlox mitchellii"
"806","Calothorax lucifer"
"807","Calothorax pulcher"
"808","Calypte anna"
"809","Calypte costae"
"810","Campylopterus curvipennis"
"811","Campylopterus cuvierii"
"812","Campylopterus duidae"
"813","Campylopterus ensipennis"
"814","Campylopterus falcatus"
"815","Campylopterus hemileucurus"
"816","Campylopterus hyperythrus"
"817","Campylopterus largipennis"
"818","Campylopterus phainopeplus"
"819","Campylopterus rufus"
"820","Campylopterus villaviscensio"
"821","Chaetocercus astreans"
"822","Chaetocercus berlepschi"
"823","Chaetocercus bombus"
"824","Chaetocercus heliodor"
"825","Chaetocercus jourdanii"
"826","Chaetocercus mulsant"
"827","Chalcostigma herrani"
"828","Chalcostigma heteropogon"
"829","Chalcostigma olivaceum"
"830","Chalcostigma ruficeps"
"831","Chalcostigma stanleyi"
"832","Chalybura buffonii"
"833","Chalybura urochrysia"
"834","Chlorostilbon assimilis"
"835","Chlorostilbon auriceps"
"836","Chlorostilbon canivetii"
"837","Chlorostilbon forficatus"
"838","Chlorostilbon gibsoni"
"839","Chlorostilbon lucidus"
"840","Chlorostilbon maugaeus"
"841","Chlorostilbon mellisugus"
"842","Chlorostilbon notatus"
"843","Chlorostilbon olivaresi"
"844","Chlorostilbon poortmani"
"845","Chlorostilbon ricordii"
"846","Chlorostilbon russatus"
"847","Chlorostilbon stenurus"
"848","Chlorostilbon swainsonii"
"849","Chrysolampis mosquitus"
"850","Clytolaema rubricauda"
"851","Coeligena albicaudata"
"852","Coeligena bonapartei"
"853","Coeligena coeligena"
"854","Coeligena conradii"
"855","Coeligena consita"
"856","Coeligena dichroura"
"857","Coeligena eisenmanni"
"858","Coeligena eos"
"859","Coeligena helianthea"
"860","Coeligena inca"
"861","Coeligena iris"
"862","Coeligena lutetiae"
"863","Coeligena orina"
"864","Coeligena osculans"
"865","Coeligena phalerata"
"866","Coeligena prunellei"
"867","Coeligena torquata"
"868","Coeligena violifer"
"869","Coeligena wilsoni"
"870","Colibri coruscans"
"871","Colibri delphinae"
"872","Colibri serrirostris"
"873","Colibri thalassinus"
"874","Cyanophaia bicolor"
"875","Cynanthus doubledayi"
"876","Cynanthus latirostris"
"877","Cynanthus lawrencei"
"878","Cynanthus sordidus"
"879","Discosura conversii"
"880","Discosura langsdorffi"
"881","Discosura letitiae"
"882","Discosura longicaudus"
"883","Discosura popelairii"
"884","Doricha eliza"
"885","Doricha enicura"
"886","Doryfera johannae"
"887","Doryfera ludovicae"
"888","Elvira chionura"
"889","Elvira cupreiceps"
"890","Ensifera ensifera"
"891","Eriocnemis aline"
"892","Eriocnemis cupreoventris"
"893","Eriocnemis derbyi"
"894","Eriocnemis glaucopoides"
"895","Eriocnemis godini"
"896","Eriocnemis isabellae"
"897","Eriocnemis luciani"
"898","Eriocnemis mirabilis"
"899","Eriocnemis mosquera"
"900","Eriocnemis nigrivestis"
"901","Eriocnemis sapphiropygia"
"902","Eriocnemis vestita"
"903","Eugenes fulgens"
"904","Eulampis holosericeus"
"905","Eulampis jugularis"
"906","Eulidia yarrellii"
"907","Eupetomena macroura"
"908","Eupherusa cyanophrys"
"909","Eupherusa eximia"
"910","Eupherusa nigriventris"
"911","Eupherusa poliocerca"
"912","Eutoxeres aquila"
"913","Eutoxeres condamini"
"914","Florisuga fusca"
"915","Florisuga mellivora"
"916","Glaucis aeneus"
"917","Glaucis dohrnii"
"918","Glaucis hirsutus"
"919","Goethalsia bella"
"920","Goldmania violiceps"
"921","Haplophaedia assimilis"
"922","Haplophaedia aureliae"
"923","Haplophaedia lugens"
"924","Heliactin bilophus"
"925","Heliangelus amethysticollis"
"926","Heliangelus clarisse"
"927","Heliangelus exortis"
"928","Heliangelus mavors"
"929","Heliangelus micraster"
"930","Heliangelus regalis"
"931","Heliangelus spencei"
"932","Heliangelus strophianus"
"933","Heliangelus viola"
"934","Heliodoxa aurescens"
"935","Heliodoxa branickii"
"936","Heliodoxa gularis"
"937","Heliodoxa imperatrix"
"938","Heliodoxa jacula"
"939","Heliodoxa leadbeateri"
"940","Heliodoxa rubinoides"
"941","Heliodoxa schreibersii"
"942","Heliodoxa whitelyana"
"943","Heliodoxa xanthogonys"
"944","Heliomaster constantii"
"945","Heliomaster furcifer"
"946","Heliomaster longirostris"
