"","x"
"357","Setophaga ruticilla"
"358","Setophaga striata"
"359","Setophaga subita"
"360","Setophaga tigrina"
"361","Setophaga townsendi"
"362","Setophaga virens"
"363","Setophaga vitellina"
"364","Vermivora bachmanii"
"365","Vermivora chrysoptera"
"366","Vermivora cyanoptera"
"367","Aimophila notosticta"
"368","Aimophila rufescens"
"369","Aimophila ruficeps"
"370","Ammodramus aurifrons"
"371","Ammodramus humeralis"
"372","Ammodramus savannarum"
"373","Ammospiza caudacuta"
"374","Ammospiza leconteii"
"375","Ammospiza maritima"
"376","Ammospiza nelsoni"
"377","Amphispiza bilineata"
"378","Amphispiza quinquestriata"
"379","Arremon abeillei"
"380","Arremon assimilis"
"381","Arremon atricapillus"
"382","Arremon aurantiirostris"
"383","Arremon axillaris"
"384","Arremon basilicus"
"385","Arremon brunneinucha"
"386","Arremon castaneiceps"
"387","Arremon costaricensis"
"388","Arremon crassirostris"
"389","Arremon dorbignii"
"390","Arremon flavirostris"
"391","Arremon franciscanus"
"392","Arremon nigriceps"
"393","Arremon perijanus"
"394","Arremon phaeopleurus"
"395","Arremon phygas"
"396","Arremon schlegeli"
"397","Arremon semitorquatus"
"398","Arremon taciturnus"
"399","Arremon torquatus"
"400","Arremon virenticeps"
"401","Arremonops chloronotus"
"402","Arremonops conirostris"
"403","Arremonops rufivirgatus"
"404","Arremonops tocuyensis"
"405","Artemisiospiza belli"
"406","Artemisiospiza nevadensis"
"407","Atlapetes albiceps"
"408","Atlapetes albinucha"
"409","Atlapetes albofrenatus"
"410","Atlapetes blancae"
"411","Atlapetes canigenis"
"412","Atlapetes citrinellus"
"413","Atlapetes crassus"
"414","Atlapetes flaviceps"
"415","Atlapetes forbesi"
"416","Atlapetes fulviceps"
"417","Atlapetes fuscoolivaceus"
"418","Atlapetes latinuchus"
"419","Atlapetes leucopis"
"420","Atlapetes leucopterus"
"421","Atlapetes melanocephalus"
"422","Atlapetes melanolaemus"
"423","Atlapetes melanopsis"
"424","Atlapetes meridae"
"425","Atlapetes nationi"
"426","Atlapetes nigrifrons"
"427","Atlapetes pallidiceps"
"428","Atlapetes pallidinucha"
"429","Atlapetes paynteri"
"430","Atlapetes personatus"
"431","Atlapetes pileatus"
"432","Atlapetes rufigenis"
"433","Atlapetes rufinucha"
"434","Atlapetes schistaceus"
"435","Atlapetes seebohmi"
"436","Atlapetes semirufus"
"437","Atlapetes taczanowskii"
"438","Atlapetes terborghi"
"439","Atlapetes tricolor"
"440","Calamospiza melanocorys"
"441","Chlorospingus canigularis"
"442","Chlorospingus flavigularis"
"443","Chlorospingus flavopectus"
"444","Chlorospingus hypophaeus"
"445","Chlorospingus inornatus"
"446","Chlorospingus parvirostris"
"447","Chlorospingus pileatus"
"448","Chlorospingus semifuscus"
"449","Chlorospingus tacarcunae"
"450","Chondestes grammacus"
"451","Junco bairdi"
"452","Junco hyemalis"
"453","Junco insularis"
"454","Junco phaeonotus"
"455","Junco vulcani"
"456","Melospiza georgiana"
"457","Melospiza lincolnii"
"458","Melospiza melodia"
"459","Melozone aberti"
"460","Melozone albicollis"
"461","Melozone biarcuata"
"462","Melozone cabanisi"
"463","Melozone crissalis"
"464","Melozone fusca"
"465","Melozone kieneri"
"466","Melozone leucotis"
"467","Melozone occipitalis"
"468","Oreothraupis arremonops"
"469","Oriturus superciliosus"
"470","Passerculus bairdii"
"471","Passerculus guttatus"
"472","Passerculus henslowii"
"473","Passerculus rostratus"
"474","Passerculus sanctorum"
"475","Passerculus sandwichensis"
"476","Passerella arborea"
"477","Passerella iliaca"
"478","Passerella megarhyncha"
"479","Passerella schistacea"
"480","Passerella unalaschcensis"
"481","Peucaea aestivalis"
"482","Peucaea botterii"
"483","Peucaea carpalis"
"484","Peucaea cassinii"
"485","Peucaea humeralis"
"486","Peucaea mystacalis"
"487","Peucaea ruficauda"
"488","Peucaea sumichrasti"
"489","Pezopetes capitalis"
"490","Pipilo chlorurus"
"491","Pipilo erythrophthalmus"
"492","Pipilo maculatus"
"493","Pipilo ocai"
"494","Pipilo socorroensis"
"495","Pooecetes gramineus"
"496","Pselliophorus luteoviridis"
"497","Pselliophorus tibialis"
"498","Rhynchospiza stolzmanni"
"499","Rhynchospiza strigiceps"
"500","Spizella atrogularis"
"501","Spizella breweri"
"502","Spizella pallida"
"503","Spizella passerina"
"504","Spizella pusilla"
"505","Spizella wortheni"
"506","Torreornis inexpectata"
"507","Xenospiza baileyi"
"508","Zonotrichia albicollis"
"509","Zonotrichia atricapilla"
"510","Zonotrichia capensis"
"511","Zonotrichia leucophrys"
"512","Zonotrichia querula"
"513","Carpospiza brachydactyla"
"514","Gymnoris dentata"
"515","Gymnoris pyrgita"
"516","Gymnoris superciliaris"
"517","Gymnoris xanthocollis"
"518","Hypocryptadius cinnamomeus"
"519","Montifringilla adamsi"
"520","Montifringilla henrici"
"521","Montifringilla nivalis"
"522","Onychostruthus taczanowskii"
"523","Passer ammodendri"
"524","Passer castanopterus"
"525","Passer cinnamomeus"
"526","Passer cordofanicus"
"527","Passer diffusus"
"528","Passer domesticus"
"529","Passer eminibey"
"530","Passer euchlorus"
"531","Passer flaveolus"
"532","Passer gongonensis"
"533","Passer griseus"
"534","Passer hemileucus"
"535","Passer hispaniolensis"
"536","Passer iagoensis"
"537","Passer insularis"
"538","Passer italiae"
"539","Passer luteus"
"540","Passer melanurus"
"541","Passer moabiticus"
"542","Passer montanus"
"543","Passer motitensis"
"544","Passer pyrrhonotus"
"545","Passer rufocinctus"
"546","Passer shelleyi"
"547","Passer simplex"
"548","Passer suahelicus"
"549","Passer swainsonii"
"550","Passer zarudnyi"
"551","Petronia petronia"
"552","Pyrgilauda blanfordi"
"553","Pyrgilauda davidiana"
"554","Pyrgilauda ruficollis"
"555","Pyrgilauda theresae"
"556","Gampsorhynchus rufulus"
"557","Gampsorhynchus torquatus"
"558","Graminicola bengalensis"
"559","Graminicola striatus"
"560","Illadopsis albipectus"
"561","Illadopsis cleaveri"
"562","Illadopsis distans"
"563","Illadopsis fulvescens"
"564","Illadopsis puveli"
"565","Illadopsis pyrrhoptera"
"566","Illadopsis rufescens"
"567","Illadopsis rufipennis"
"568","Illadopsis turdina"
"569","Kenopia striata"
"570","Laticilla burnesii"
"571","Laticilla cinerascens"
"572","Leonardina woodi"
"573","Malacocincla abbotti"
"574","Malacocincla perspicillata"
"575","Malacocincla sepiaria"
"576","Malacopteron affine"
"577","Malacopteron albogulare"
"578","Malacopteron cinereum"
"579","Malacopteron magnirostre"
"580","Malacopteron magnum"
"581","Malacopteron palawanense"
"582","Napothera epilepidota"
"583","Pellorneum albiventre"
"584","Pellorneum capistratum"
"585","Pellorneum fuscocapillus"
"586","Pellorneum nigrocapitatum"
"587","Pellorneum palustre"
"588","Pellorneum ruficeps"
"589","Ptilocichla falcata"
"590","Ptilocichla leucogrammica"
"591","Ptilocichla mindanensis"
"592","Rimator albostriatus"
"593","Rimator danjoui"
"594","Rimator malacoptilus"
"595","Rimator naungmungensis"
"596","Rimator pasquieri"
"597","Schoeniparus brunneus"
"598","Schoeniparus castaneceps"
"599","Schoeniparus cinereus"
"600","Schoeniparus dubius"
"601","Schoeniparus klossi"
"602","Schoeniparus rufogularis"
"603","Schoeniparus variegaticeps"
"604","Trichastoma bicolor"
"605","Trichastoma buettikoferi"
"606","Trichastoma celebense"
"607","Trichastoma cinereiceps"
"608","Trichastoma malaccense"
"609","Trichastoma pyrrogenys"
"610","Trichastoma rostratum"
"611","Trichastoma tickelli"
"612","Turdinus atrigularis"
"613","Turdinus brevicaudatus"
"614","Turdinus calcicola"
"615","Turdinus crassus"
"616","Turdinus crispifrons"
"617","Turdinus macrodactylus"
"618","Turdinus marmoratus"
"619","Turdinus rufipectus"
"620","Amalocichla incerta"
"621","Amalocichla sclateriana"
"622","Cryptomicroeca flaviventris"
"623","Devioeca papuana"
"624","Drymodes beccarii"
"625","Drymodes brunneopygia"
"626","Drymodes superciliaris"
"627","Eopsaltria australis"
"628","Eopsaltria griseogularis"
"629","Eugerygone rubra"
"630","Gennaeodryas placens"
"631","Heteromyias albispecularis"
"632","Heteromyias armiti"
"633","Heteromyias cinereifrons"
"634","Kempiella flavovirescens"
"635","Kempiella griseoceps"
"636","Melanodryas cucullata"
"637","Melanodryas vittata"
"638","Microeca fascinans"
"639","Microeca flavigaster"
"640","Microeca hemixantha"
"641","Microeca tormenti"
"642","Monachella coultasi"
"643","Monachella muelleriana"
"644","Pachycephalopsis hattamensis"
"645","Pachycephalopsis poliosoma"
"646","Peneoenanthe pulverulenta"
"647","Peneothello bimaculata"
"648","Peneothello cryptoleuca"
"649","Peneothello cyanus"
"650","Peneothello sigillata"
"651","Petroica archboldi"
"652","Petroica australis"
"653","Petroica bivittata"
"654","Petroica boodang"
"655","Petroica dannefaerdi"
"656","Petroica goodenovii"
"657","Petroica longipes"
"658","Petroica macrocephala"
"659","Petroica multicolor"
"660","Petroica phoenicea"
"661","Petroica pusilla"
"662","Petroica rodinogaster"
"663","Petroica rosea"
"664","Petroica traversi"
"665","Plesiodryas albonotata"
"666","Poecilodryas brachyura"
"667","Poecilodryas cerviniventris"
"668","Poecilodryas hypoleuca"
"669","Poecilodryas superciliosa"
"670","Quoyornis georgianus"
"671","Tregellasia capito"
"672","Tregellasia leucops"
"673","Peucedramus taeniatus"
"674","Microligea palustris"
"675","Phaenicophilus palmarum"
"676","Phaenicophilus poliocephalus"
"677","Xenoligea montana"
"678","Neodrepanis coruscans"
"679","Neodrepanis hypoxantha"
"680","Philepitta castanea"
"681","Philepitta schlegeli"
"682","Phylloscopus affinis"
"683","Phylloscopus amoenus"
"684","Phylloscopus armandii"
"685","Phylloscopus bonelli"
"686","Phylloscopus borealis"
"687","Phylloscopus borealoides"
"688","Phylloscopus budongoensis"
"689","Phylloscopus burkii"
"690","Phylloscopus calciatilis"
"691","Phylloscopus canariensis"
"692","Phylloscopus cantator"
"693","Phylloscopus castaniceps"
"694","Phylloscopus cebuensis"
"695","Phylloscopus chloronotus"
"696","Phylloscopus claudiae"
"697","Phylloscopus collybita"
"698","Phylloscopus coronatus"
"699","Phylloscopus emeiensis"
"700","Phylloscopus emilsalimi"
"701","Phylloscopus examinandus"
"702","Phylloscopus forresti"
"703","Phylloscopus fuligiventer"
"704","Phylloscopus fuscatus"
"705","Phylloscopus goodsoni"
"706","Phylloscopus grammiceps"
"707","Phylloscopus griseolus"
"708","Phylloscopus hainanus"
"709","Phylloscopus herberti"
"710","Phylloscopus humei"
"711","Phylloscopus ibericus"
"712","Phylloscopus ijimae"
"713","Phylloscopus inornatus"
"714","Phylloscopus intensior"
"715","Phylloscopus intermedius"
"716","Phylloscopus kansuensis"
"717","Phylloscopus laetus"
"718","Phylloscopus laurae"
"719","Phylloscopus maculipennis"
"720","Phylloscopus maforensis"
"721","Phylloscopus magnirostris"
"722","Phylloscopus misoriensis"
"723","Phylloscopus montis"
"724","Phylloscopus neglectus"
"725","Phylloscopus nitidus"
"726","Phylloscopus occipitalis"
"727","Phylloscopus ogilviegranti"
"728","Phylloscopus olivaceus"
"729","Phylloscopus omeiensis"
"730","Phylloscopus orientalis"
"731","Phylloscopus plumbeitarsus"
"732","Phylloscopus poliocephalus"
"733","Phylloscopus poliogenys"
"734","Phylloscopus presbytes"
"735","Phylloscopus proregulus"
"736","Phylloscopus pulcher"
"737","Phylloscopus reguloides"
"738","Phylloscopus ricketti"
"739","Phylloscopus rotiensis"
"740","Phylloscopus ruficapilla"
"741","Phylloscopus sarasinorum"
"742","Phylloscopus schwarzi"
"743","Phylloscopus sibilatrix"
"744","Phylloscopus sindianus"
"745","Phylloscopus soror"
"746","Phylloscopus suaramerdu"
"747","Phylloscopus subaffinis"
"748","Phylloscopus subviridis"
"749","Phylloscopus sumatrensis"
"750","Phylloscopus tenellipes"
"751","Phylloscopus tephrocephalus"
"752","Phylloscopus tristis"
"753","Phylloscopus trivirgatus"
"754","Phylloscopus trochiloides"
"755","Phylloscopus trochilus"
"756","Phylloscopus tytleri"
"757","Phylloscopus umbrovirens"
"758","Phylloscopus valentini"
"759","Phylloscopus whistleri"
"760","Phylloscopus xanthodryas"
"761","Phylloscopus xanthoschistos"
"762","Phylloscopus yunnanensis"
"763","Picathartes gymnocephalus"
"764","Picathartes oreas"
"765","Antilophia bokermanni"
"766","Antilophia galeata"
"767","Ceratopipra chloromeros"
"768","Ceratopipra cornuta"
"769","Ceratopipra erythrocephala"
"770","Ceratopipra mentalis"
"771","Ceratopipra rubrocapilla"
"772","Chiroxiphia boliviana"
"773","Chiroxiphia caudata"
"774","Chiroxiphia lanceolata"
"775","Chiroxiphia linearis"
"776","Chiroxiphia pareola"
"777","Chloropipo flavicapilla"
"778","Chloropipo unicolor"
"779","Corapipo gutturalis"
"780","Corapipo leucorrhoa"
"781","Cryptopipo holochlora"
"782","Cryptopipo litae"
"783","Heterocercus aurantiivertex"
"784","Heterocercus flavivertex"
"785","Heterocercus linteatus"
"786","Ilicura militaris"
"787","Lepidothrix coeruleocapilla"
"788","Lepidothrix coronata"
"789","Lepidothrix iris"
"790","Lepidothrix isidorei"
"791","Lepidothrix nattereri"
"792","Lepidothrix serena"
"793","Lepidothrix suavissima"
"794","Lepidothrix vilasboasi"
"795","Machaeropterus deliciosus"
"796","Machaeropterus eckelberryi"
"797","Machaeropterus pyrocephalus"
"798","Machaeropterus regulus"
"799","Machaeropterus striolatus"
"800","Manacus aurantiacus"
"801","Manacus candei"
"802","Manacus manacus"
"803","Manacus vitellinus"
"804","Masius chrysopterus"
"805","Neopelma aurifrons"
"806","Neopelma chrysocephalum"
"807","Neopelma chrysolophum"
"808","Neopelma pallescens"
"809","Neopelma sulphureiventer"
"810","Pipra aureola"
"811","Pipra fasciicauda"
"812","Pipra filicauda"
"813","Pseudopipra pipra"
"814","Tyranneutes stolzmanni"
"815","Tyranneutes virescens"
"816","Xenopipo atronitens"
"817","Xenopipo uniformis"
"818","Erythropitta arquata"
"819","Erythropitta caeruleitorques"
"820","Erythropitta celebensis"
"821","Erythropitta dohertyi"
"822","Erythropitta erythrogaster"
"823","Erythropitta gazellae"
"824","Erythropitta granatina"
"825","Erythropitta inspeculata"
"826","Erythropitta kochi"
"827","Erythropitta macklotii"
"828","Erythropitta meeki"
"829","Erythropitta novaehibernicae"
"830","Erythropitta palliceps"
"831","Erythropitta rubrinucha"
"832","Erythropitta rufiventris"
"833","Erythropitta splendida"
"834","Erythropitta ussheri"
"835","Erythropitta venusta"
"836","Hydrornis baudii"
"837","Hydrornis caeruleus"
"838","Hydrornis cyaneus"
"839","Hydrornis elliotii"
"840","Hydrornis guajanus"
"841","Hydrornis gurneyi"
"842","Hydrornis irena"
"843","Hydrornis nipalensis"
"844","Hydrornis oatesi"
"845","Hydrornis phayrei"
"846","Hydrornis schneideri"
"847","Hydrornis schwaneri"
"848","Hydrornis soror"
"849","Pitta anerythra"
"850","Pitta angolensis"
"851","Pitta brachyura"
"852","Pitta elegans"
"853","Pitta iris"
"854","Pitta maxima"
"855","Pitta megarhyncha"
"856","Pitta moluccensis"
"857","Pitta morotaiensis"
"858","Pitta novaeguineae"
"859","Pitta nympha"
"860","Pitta reichenowi"
"861","Pitta rosenbergii"
"862","Pitta sordida"
"863","Pitta steerii"
"864","Pitta superba"
"865","Pitta versicolor"
"866","Pityriasis gymnocephala"
"867","Platylophus galericulatus"
"868","Batis capensis"
"869","Batis crypta"
"870","Batis dimorpha"
"871","Batis diops"
"872","Batis erlangeri"
"873","Batis fratrum"
"874","Batis ituriensis"
"875","Batis margaritae"
"876","Batis minima"
"877","Batis minor"
"878","Batis minulla"
"879","Batis mixta"
"880","Batis molitor"
"881","Batis occulta"
"882","Batis orientalis"
"883","Batis perkeo"
"884","Batis poensis"
"885","Batis pririt"
"886","Batis reichenowi"
"887","Batis senegalensis"
"888","Batis soror"
"889","Dyaphorophyia ansorgei"
"890","Dyaphorophyia blissetti"
"891","Dyaphorophyia castanea"
"892","Dyaphorophyia chalybea"
"893","Dyaphorophyia concreta"
"894","Dyaphorophyia hormophora"
"895","Dyaphorophyia jamesoni"
"896","Dyaphorophyia tonsa"
"897","Lanioturdus torquatus"
"898","Platysteira albifrons"
"899","Platysteira cyanea"
"900","Platysteira laticincta"
"901","Platysteira peltata"
"902","Amblyospiza albifrons"
"903","Anaplectes jubaensis"
"904","Anaplectes leuconotos"
"905","Anaplectes rubriceps"
"906","Brachycope anomala"
"907","Bubalornis albirostris"
"908","Bubalornis niger"
"909","Dinemellia dinemelli"
"910","Euplectes afer"
"911","Euplectes albonotatus"
"912","Euplectes ardens"
"913","Euplectes aureus"
"914","Euplectes axillaris"
"915","Euplectes capensis"
"916","Euplectes diadematus"
"917","Euplectes franciscanus"
"918","Euplectes gierowii"
"919","Euplectes hartlaubi"
"920","Euplectes hordeaceus"
"921","Euplectes jacksoni"
"922","Euplectes laticauda"
"923","Euplectes macroura"
"924","Euplectes nigroventris"
"925","Euplectes orix"
"926","Euplectes progne"
"927","Euplectes psammacromius"
"928","Foudia aldabrana"
"929","Foudia consobrina"
"930","Foudia eminentissima"
"931","Foudia flavicans"
"932","Foudia madagascariensis"
"933","Foudia omissa"
